index,mid,display_name,is_singing,is_speaking,is_clear_speech,is_genre,is_applause
514,/m/06_y0by,Environmental noise,0,0,0,0,0
515,/m/07rgkc5,Static,0,0,0,0,0
516,/m/06xkwv,Mains hum,0,0,0,0,0
517,/m/0g12c5,Distortion,0,0,0,0,0
518,/m/08p9q4,Sidetone,0,0,0,0,0
519,/m/07szfh9,Cacophony,0,0,0,0,0
520,/m/0chx_,White noise,0,0,0,0,0
521,/m/0cj0r,Pink noise,0,0,0,0,0
522,/m/07p_0gm,Throbbing,0,0,0,0,0
523,/m/01jwx6,Vibration,0,0,0,0,0
524,/m/07c52,Television,0,0,0,0,0
525,/m/06bz3,Radio,0,0,0,0,0
526,/m/07hvw1,Field recording,0,0,0,0,0
